graph_id,nodes,edges,p,q,num_walks,walk_length,train_time,inference_time,total_runtime,memory_mb,sample_size,precision,recall,f1_score,roc_auc,map,true_positives
1,348,2866,0.5,0.2,40,120,44.24213004112244,0.4843251705169678,44.726455211639404,103.33994674682617,50,0.16108786610878661,0.13414634146341464,0.14638783269961977,0.8568,0.32742991947314587,77
1,348,2866,0.5,0.5,5,40,3.432955026626587,0.45824217796325684,3.8911972045898438,9.588314056396484,50,0.13305613305613306,0.11149825783972125,0.12132701421800948,0.8674000000000001,0.31371968989616045,64
1,348,2866,0.5,0.5,5,80,5.234726190567017,0.5014960765838623,5.736222267150879,13.894972801208496,50,0.1522198731501057,0.1254355400696864,0.13753581661891118,0.8360000000000001,0.33705842404301783,72
1,348,2866,0.5,0.5,5,120,6.903524160385132,0.4612560272216797,7.3647801876068115,17.722264289855957,50,0.15611814345991562,0.1289198606271777,0.1412213740458015,0.8441,0.3028694574420677,74
1,348,2866,0.5,0.5,10,40,5.233144998550415,0.4644005298614502,5.697545528411865,13.811347007751465,50,0.13541666666666666,0.1132404181184669,0.12333965844402277,0.8359,0.32358069692523467,65
1,348,2866,0.5,0.5,10,80,8.670998811721802,0.46747922897338867,9.13847804069519,22.303088188171387,50,0.15723270440251572,0.13066202090592335,0.142721217887726,0.8466,0.34390667280271514,75
1,348,2866,0.5,0.5,10,120,12.244582176208496,0.4609386920928955,12.705520868301392,29.95184898376465,50,0.15625,0.13066202090592335,0.14231499051233396,0.8592,0.37331825040214855,75
1,348,2866,0.5,0.5,20,40,8.573689460754395,0.4874577522277832,9.061147212982178,22.135478019714355,50,0.15481171548117154,0.1289198606271777,0.14068441064638784,0.8403,0.3281493574947086,74
1,348,2866,0.5,0.5,20,80,15.627862215042114,0.46671056747436523,16.09457278251648,39.100815773010254,50,0.14465408805031446,0.12020905923344948,0.1313035204567079,0.8425000000000001,0.3166946845025889,69
1,348,2866,0.5,0.5,20,120,22.874172925949097,0.5041379928588867,23.378310918807983,54.404662132263184,50,0.14465408805031446,0.12020905923344948,0.1313035204567079,0.8541999999999998,0.3560340563834961,69
1,348,2866,0.5,0.5,40,40,15.514355421066284,0.4838693141937256,15.99822473526001,38.72847080230713,50,0.14465408805031446,0.12020905923344948,0.1313035204567079,0.8513999999999999,0.3141849666002765,69
1,348,2866,0.5,0.5,40,80,29.507894277572632,0.46698737144470215,29.974881649017334,72.69643592834473,50,0.14495798319327732,0.12020905923344948,0.13142857142857145,0.8355000000000001,0.3631009944904468,69
1,348,2866,0.5,0.5,40,120,44.8647198677063,0.46677207946777344,45.33149194717407,103.31008052825928,50,0.1509433962264151,0.1254355400696864,0.13701236917221693,0.851,0.3290554615459739,72
1,348,2866,0.5,0.7,5,40,3.4846982955932617,0.45780420303344727,3.942502498626709,9.585795402526855,50,0.1416490486257928,0.11672473867595819,0.12798471824259788,0.8591,0.3090631141976993,67
1,348,2866,0.5,0.7,5,80,5.3322765827178955,0.4939115047454834,5.826188087463379,13.89114761352539,50,0.1506276150627615,0.1254355400696864,0.13688212927756652,0.8724,0.3101842346366156,72
1,348,2866,0.5,0.7,5,120,6.936659097671509,0.4945709705352783,7.431230068206787,17.720398902893066,50,0.14102564102564102,0.11498257839721254,0.126679462571977,0.8456,0.3425894787628856,66
1,348,2866,0.5,0.7,10,40,5.255991458892822,0.48915576934814453,5.745147228240967,13.809749603271484,50,0.14012738853503184,0.11498257839721254,0.12631578947368421,0.8426,0.3073546008497892,66
1,348,2866,0.5,0.7,10,80,8.787943840026855,0.4601938724517822,9.248137712478638,22.299001693725586,50,0.1461864406779661,0.12020905923344948,0.13193116634799235,0.8463,0.32634618325444653,69
1,348,2866,0.5,0.7,10,120,12.28003191947937,0.4955151081085205,12.77554702758789,29.945858001708984,50,0.15126050420168066,0.1254355400696864,0.13714285714285715,0.8564999999999999,0.3278489081870122,72
1,348,2866,0.5,0.7,20,40,8.611132621765137,0.46036267280578613,9.071495294570923,22.12846851348877,50,0.13953488372093023,0.11498257839721254,0.12607449856733527,0.8417999999999999,0.3450829289628309,66
1,348,2866,0.5,0.7,20,80,15.908164739608765,0.45981693267822266,16.367981672286987,39.0972204208374,50,0.16344086021505377,0.13240418118466898,0.14629451395572665,0.8588000000000001,0.3441647649610513,76
1,348,2866,0.5,0.7,20,120,22.45275044441223,0.48416566848754883,22.93691611289978,54.395588874816895,50,0.15416666666666667,0.1289198606271777,0.14041745730550284,0.8568000000000001,0.3371388016486056,74
1,348,2866,0.5,0.7,40,40,15.645820379257202,0.5059652328491211,16.151785612106323,38.7225980758667,50,0.14437367303609341,0.11846689895470383,0.13014354066985645,0.8297,0.34510075073800567,68
1,348,2866,0.5,0.7,40,80,30.172234058380127,0.5228803157806396,30.695114374160767,72.68616104125977,50,0.13721413721413722,0.11498257839721254,0.12511848341232226,0.8426,0.3479175944149865,66
1,348,2866,0.5,0.7,40,120,44.556453704833984,0.4835665225982666,45.04002022743225,103.29808616638184,50,0.15176715176715178,0.12717770034843207,0.13838862559241707,0.8365,0.3559871320582104,73
1,348,2866,0.5,1.0,5,40,3.553528308868408,0.46611595153808594,4.019644260406494,9.582352638244629,50,0.1388888888888889,0.1132404181184669,0.12476007677543186,0.8533000000000001,0.27411370413267944,65
1,348,2866,0.5,1.0,5,80,5.340571165084839,0.4754493236541748,5.816020488739014,13.885751724243164,50,0.1452991452991453,0.11846689895470383,0.1305182341650672,0.8367,0.35209576446391866,68
1,348,2866,0.5,1.0,5,120,7.09180212020874,0.47545385360717773,7.567255973815918,17.711583137512207,50,0.14105263157894737,0.11672473867595819,0.12774070543374644,0.8468999999999999,0.339371587072974,67
1,348,2866,0.5,1.0,10,40,5.255391836166382,0.46570515632629395,5.721096992492676,13.805612564086914,50,0.15126050420168066,0.1254355400696864,0.13714285714285715,0.8539,0.2976232023112276,72
1,348,2866,0.5,1.0,10,80,8.776997566223145,0.45973873138427734,9.236736297607422,22.294848442077637,50,0.15677966101694915,0.1289198606271777,0.14149139579349906,0.8532000000000001,0.3176532595768838,74
1,348,2866,0.5,1.0,10,120,12.289036273956299,0.4694333076477051,12.758469581604004,29.94143295288086,50,0.14712153518123666,0.12020905923344948,0.13231064237775647,0.8552,0.3280274563809812,69
1,348,2866,0.5,1.0,20,40,8.60563325881958,0.45735788345336914,9.06299114227295,22.12264633178711,50,0.13836477987421383,0.11498257839721254,0.12559467174119884,0.8327,0.3615681758596856,66
1,348,2866,0.5,1.0,20,80,16.206496953964233,0.5520908832550049,16.75858783721924,39.08732509613037,50,0.1416490486257928,0.11672473867595819,0.12798471824259788,0.8409,0.3300425028271329,67
1,348,2866,0.5,1.0,20,120,27.242480039596558,0.4649224281311035,27.70740246772766,54.38702392578125,50,0.14255765199161424,0.11846689895470383,0.12940057088487156,0.8561,0.33537921960842854,68
1,348,2866,0.5,1.0,40,40,15.710179328918457,0.46895480155944824,16.179134130477905,38.71251392364502,50,0.14915966386554622,0.12369337979094076,0.1352380952380952,0.8318,0.3548122919201351,71
1,348,2866,0.5,1.0,40,80,29.595080137252808,0.46498775482177734,30.060067892074585,72.67418003082275,50,0.1440677966101695,0.11846689895470383,0.13001912045889102,0.827,0.32507461216809946,68
1,348,2866,0.5,1.0,40,120,44.539690256118774,0.4580214023590088,44.99771165847778,103.28358268737793,50,0.15578947368421053,0.1289198606271777,0.14108674928503337,0.8390000000000001,0.3373812307751384,74
1,348,2866,0.5,1.5,5,40,3.4934349060058594,0.462597131729126,3.9560320377349854,9.579490661621094,50,0.13347457627118645,0.10975609756097561,0.12045889101338432,0.8520999999999999,0.2969987193762911,63
1,348,2866,0.5,1.5,5,80,5.303747653961182,0.45589709281921387,5.7596447467803955,13.880899429321289,50,0.13924050632911392,0.11498257839721254,0.12595419847328243,0.8287999999999999,0.33439268889373924,66
1,348,2866,0.5,1.5,5,120,7.005362510681152,0.4934077262878418,7.498770236968994,17.708374977111816,50,0.14680851063829786,0.12020905923344948,0.132183908045977,0.8434999999999999,0.33287368761506697,69
1,348,2866,0.5,1.5,10,40,5.2741007804870605,0.45723557472229004,5.731336355209351,13.800705909729004,50,0.14225941422594143,0.11846689895470383,0.12927756653992395,0.8466,0.27123681669637556,68
1,348,2866,0.5,1.5,10,80,8.69296908378601,0.46107912063598633,9.154048204421997,22.289267539978027,50,0.14376321353065538,0.11846689895470383,0.12989493791786055,0.8472999999999999,0.3663414175193887,68
1,348,2866,0.5,1.5,10,120,12.158491373062134,0.4675412178039551,12.626032590866089,29.93398380279541,50,0.15948275862068967,0.1289198606271777,0.14258188824662812,0.8447,0.32733044227792124,74
1,348,2866,0.5,1.5,20,40,8.738470315933228,0.46558260917663574,9.204052925109863,22.11748218536377,50,0.13219616204690832,0.10801393728222997,0.11888782358581015,0.8383999999999999,0.28575523068858333,62
1,348,2866,0.5,1.5,20,80,15.756831884384155,0.5010557174682617,16.257887601852417,39.078362464904785,50,0.15690376569037656,0.13066202090592335,0.14258555133079848,0.8579,0.3335740525166296,75
1,348,2866,0.5,1.5,20,120,22.674886465072632,0.4574265480041504,23.132313013076782,54.37639808654785,50,0.15723270440251572,0.13066202090592335,0.142721217887726,0.8414999999999999,0.3530974982042346,75
1,348,2866,0.5,1.5,40,40,15.648277521133423,0.4666874408721924,16.114964962005615,38.711212158203125,50,0.13894736842105262,0.11498257839721254,0.12583412774070543,0.8345000000000001,0.34754799647131585,66
1,348,2866,0.5,1.5,40,80,29.779136896133423,0.45925378799438477,30.238390684127808,72.66133975982666,50,0.13836477987421383,0.11498257839721254,0.12559467174119884,0.8370000000000001,0.34245955958140833,66
1,348,2866,0.5,1.5,40,120,43.72973656654358,0.45941710472106934,44.18915367126465,103.2659215927124,50,0.1483050847457627,0.12195121951219512,0.1338432122370937,0.8288999999999999,0.3623100394807871,70
1,348,2866,0.5,2.0,5,40,3.483191728591919,0.4771101474761963,3.9603018760681152,9.577329635620117,50,0.13263157894736843,0.10975609756097561,0.12011439466158247,0.8408000000000001,0.3182119188001541,63
1,348,2866,0.5,2.0,5,80,5.335978746414185,0.48993778228759766,5.825916528701782,13.875068664550781,50,0.14042553191489363,0.11498257839721254,0.1264367816091954,0.8401000000000001,0.32052957220685596,66
1,348,2866,0.5,2.0,5,120,6.98237943649292,0.4707667827606201,7.45314621925354,17.704246520996094,50,0.1368421052631579,0.1132404181184669,0.12392755004766445,0.8506,0.33563181260960373,65
1,348,2866,0.5,2.0,10,40,5.303713321685791,0.4591054916381836,5.762818813323975,13.798282623291016,50,0.15466101694915255,0.12717770034843207,0.13957934990439774,0.8248,0.29876178249077406,73
1,348,2866,0.5,2.0,10,80,8.727725982666016,0.4784979820251465,9.206223964691162,22.283581733703613,50,0.14705882352941177,0.12195121951219512,0.1333333333333333,0.8376,0.34471024930348315,70
1,348,2866,0.5,2.0,10,120,12.339397430419922,0.4628431797027588,12.80224061012268,29.926685333251953,50,0.15644820295983086,0.1289198606271777,0.14135625596943646,0.8341000000000001,0.3339226474232574,74
